direction,road,scenario,mean,std
Northbound,Mission Boulevard,Status Quo,64.21856770265471,0.8242969103597327
Northbound,Mission Boulevard,Mission Blvd Zero Offset,63.877652433086176,0.9281765558530777
Northbound,Mission Boulevard,Mission Blvd L/V Coordinated Northbound,64.30862988922065,0.8199101640076903
Northbound,Osgood Road,Status Quo,65.17396025445477,0.22193013953038868
Northbound,Osgood Road,Mission Blvd Zero Offset,65.35413835341842,0.32308337205577403
Northbound,Osgood Road,Mission Blvd L/V Coordinated Northbound,65.31822469392219,0.27279952383397327
Northbound,I-680,Status Quo,94.06612762237495,0.8214614460817897
Northbound,I-680,Mission Blvd Zero Offset,94.33707102318418,0.8658017784604971
Northbound,I-680,Mission Blvd L/V Coordinated Northbound,94.21426724069492,0.8747276342734822
Southbound,Mission Boulevard,Status Quo,65.72230182805822,1.1550157734410298
Southbound,Mission Boulevard,Mission Blvd Zero Offset,65.88958693338921,0.9187456323914349
Southbound,Mission Boulevard,Mission Blvd L/V Coordinated Northbound,66.10533401361474,1.1694080509290812
Southbound,Osgood Road,Status Quo,65.54187655102875,0.47524574502446343
Southbound,Osgood Road,Mission Blvd Zero Offset,65.37189269799444,0.5520277414324342
Southbound,Osgood Road,Mission Blvd L/V Coordinated Northbound,65.42765685785957,0.4096174375893503
Southbound,I-680,Status Quo,93.06137383500335,4.426394889914132
Southbound,I-680,Mission Blvd Zero Offset,91.78852832627437,2.5946109054374524
Southbound,I-680,Mission Blvd L/V Coordinated Northbound,93.31802546535992,4.594688434771957
Both Directions,Mission Boulevard,Status Quo,64.98842201566033,0.972002035524588
Both Directions,Mission Boulevard,Mission Blvd Zero Offset,64.90768588539443,0.8832982228827353
Both Directions,Mission Boulevard,Mission Blvd L/V Coordinated Northbound,65.22847362754682,0.9789527001338789
Both Directions,Osgood Road,Status Quo,65.36389106989394,0.3271953792423386
Both Directions,Osgood Road,Mission Blvd Zero Offset,65.36330374558592,0.38124634904130195
Both Directions,Osgood Road,Mission Blvd L/V Coordinated Northbound,65.3747172720587,0.31825531240411026
Both Directions,I-680,Status Quo,93.53584090126215,2.6415726813792255
Both Directions,I-680,Mission Blvd Zero Offset,92.99200682203734,1.6288094277419525
Both Directions,I-680,Mission Blvd L/V Coordinated Northbound,93.74125074815701,2.724781299099297
